term,estimate,std_err,t,p,conf_low,conf_high
const,0.25283619973201926,2.7300956323970658,0.09261074840445249,0.9267901859210128,-5.308186624732355,5.813859024196394
T10Y2Y,0.1364908172941233,0.4658451818252133,0.2929960910174984,0.7714167948997475,-0.8124047664558872,1.0853864010441339
UMCSENT,0.004664318526021749,0.025599430163291463,0.18220399814641935,0.856572000889241,-0.047480014347164895,0.05680865139920839
CPROFIT_yoy,0.006560587155581023,0.027651670474551762,0.23725825756598784,0.8139688783087782,-0.049764022436404654,0.06288519674756671
COMPUTSA_yoy,0.034069662309704575,0.020855821047111187,1.633580487325081,0.1121490648985273,-0.008412254986393163,0.0765515796058023
